,Tweets,len,ID,USER,userName,User Location,Language,Date,Source,Likes,Retweets,Geo,Coordinates,Place
115,President Jair Bolsonaro of Brazil said he would take another test for the coronavirus after a news report indicated he had developed symptoms of Covid-19 https://t.co/0uqXmc36TE,178,1280375703901519872,amalia_tayupe,Amalia Tayupe,,,2020-07-07 05:38:50,Twitter Web App,0,176,,,
116,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280375629700104192,Alicia_Akeys,Alicia Atieno,"Nairobi, Paris, Dar es Salaam.",,2020-07-07 05:38:33,Twitter for Android,0,894,,,
117,President Jair Bolsonaro of Brazil said he would take another test for the coronavirus after a news report indicated he had developed symptoms of Covid-19 https://t.co/0uqXmc36TE,178,1280375569612517376,divianb,Divian Brenes,"San José, Costa Rica",,2020-07-07 05:38:18,Twitter for iPad,0,176,,,
118,President Jair Bolsonaro of Brazil said he would take another test for the coronavirus after a news report indicated he had developed symptoms of Covid-19 https://t.co/0uqXmc36TE,178,1280375508686049280,mayaj1973,Maya Carter,,,2020-07-07 05:38:04,Twitter for iPhone,0,176,,,
119,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280375500385501185,MahnkenChad,Chad Mahnken,United States,,2020-07-07 05:38:02,Twitter for iPhone,0,894,,,
120,President Jair Bolsonaro of Brazil said he would take another test for the coronavirus after a news report indicated he had developed symptoms of Covid-19 https://t.co/0uqXmc36TE,178,1280375429942181895,inespedrosa_pt,Inês Pedrosa,Nas nuvens,,2020-07-07 05:37:45,Twitter for iPad,0,176,,,
121,President Jair Bolsonaro of Brazil said he would take another test for the coronavirus after a news report indicated he had developed symptoms of Covid-19 https://t.co/0uqXmc36TE,178,1280375315194396672,Medusausi,Medusausi,FEMA REGION 4,,2020-07-07 05:37:18,Twitter Web App,0,176,,,
122,@RitaPanahi Look at the tolerance of the left in Brazil are wishing the covid strength to kill President Bolsonaro https://t.co/EvNZh9u2UQ,138,1280375144943362048,OKenety,Otton 🇧🇷🇵🇾,,,2020-07-07 05:36:37,Twitter for Android,0,0,,,
123,President Jair Bolsonaro of Brazil said he would take another test for the coronavirus after a news report indicated he had developed symptoms of Covid-19 https://t.co/0uqXmc36TE,178,1280374940076855298,BLucasMeioMorto,B.L.Bisbilhoteira,No multiverso,,2020-07-07 05:35:48,Twitter Web App,0,176,,,
124,Brazil’s President Jair Bolsonaro is undergoing another test for Covid-19 after showing symptoms of the virus https://t.co/LTJ8NTKG1c,133,1280374729858093056,gerald3393,Gerald Sit,"Richmond, British Columbia",,2020-07-07 05:34:58,Twitter for Android,0,10,,,
125,President Jair Bolsonaro of Brazil said he would take another test for the coronavirus after a news report indicated he had developed symptoms of Covid-19 https://t.co/0uqXmc36TE,178,1280374633729085450,i0livier,i0livier,"Québec, QC",,2020-07-07 05:34:35,Twitter for iPhone,0,176,,,
126,President Jair Bolsonaro of Brazil said he would take another test for the coronavirus after a news report indicated he had developed symptoms of Covid-19 https://t.co/0uqXmc36TE,178,1280374616238759938,BonitaCanadian,😷Bonita🇨🇦,🇨🇦,,2020-07-07 05:34:31,Twitter for Android,0,176,,,
127,President Jair Bolsonaro of Brazil said he would take another test for the coronavirus after a news report indicated he had developed symptoms of Covid-19 https://t.co/0uqXmc36TE,178,1280374499695669248,dire_donald,Donald Dire,"California, USA",,2020-07-07 05:34:03,Twitter for Android,0,176,,,
128,President Jair Bolsonaro of Brazil said he would take another test for the coronavirus after a news report indicated he had developed symptoms of Covid-19 https://t.co/0uqXmc36TE,178,1280374481475768322,theycallmebrubs,buruma・ ̫・,✌︎(◡‿◡✌︎),,2020-07-07 05:33:59,Twitter for iPhone,0,176,,,
129,President Jair Bolsonaro of Brazil said he would take another test for the coronavirus after a news report indicated he had developed symptoms of Covid-19 https://t.co/0uqXmc36TE,178,1280374471765811200,rarobin49,Robin Ahmed,"Natore, Bangladesh",,2020-07-07 05:33:56,Twitter Web App,0,176,,,
130,President Jair Bolsonaro of Brazil said he would take another test for the coronavirus after a news report indicated he had developed symptoms of Covid-19 https://t.co/0uqXmc36TE,178,1280374361015320576,cburgazzi,Christian Burgazzi,"Caracas, Venezuela",,2020-07-07 05:33:30,Twitter for iPad,0,176,,,
131,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280374337435041795,MamasanMm,Mamasan_MM,,,2020-07-07 05:33:24,Twitter for Android,0,894,,,
132,President Jair Bolsonaro of Brazil said he would take another test for the coronavirus after a news report indicated he had developed symptoms of Covid-19 https://t.co/0uqXmc36TE,178,1280374270984519681,ashishnh,Ashish,,,2020-07-07 05:33:09,Twitter Web App,0,176,,,
133,President Jair Bolsonaro of Brazil said he would take another test for the coronavirus after a news report indicated he had developed symptoms of Covid-19 https://t.co/0uqXmc36TE,178,1280374264793829377,ButtnerBjorn,Plastiktüte,"Köln, Deutschland",,2020-07-07 05:33:07,Twitter for Android,0,176,,,
134,President Jair Bolsonaro of Brazil said he would take another test for the coronavirus after a news report indicated he had developed symptoms of Covid-19 https://t.co/0uqXmc36TE,178,1280374244086444033,g1girlondeck,Chris O'Brien,,,2020-07-07 05:33:02,Twitter for iPhone,0,176,,,
135,President Jair Bolsonaro of Brazil said he would take another test for the coronavirus after a news report indicated he had developed symptoms of Covid-19 https://t.co/0uqXmc36TE,178,1280374176499597313,BukiWilliams,buki.,NYC. via London,,2020-07-07 05:32:46,Twitter for iPad,0,176,,,
136,Brazil’s President Jair Bolsonaro is undergoing another test for Covid-19 after showing symptoms of the virus https://t.co/LTJ8NTKG1c,133,1280374130555019264,hcrates,CG Giatis,,,2020-07-07 05:32:35,Twitter for iPad,0,10,,,
137,President Jair Bolsonaro of Brazil said he would take another test for the coronavirus after a news report indicated he had developed symptoms of Covid-19 https://t.co/0uqXmc36TE,178,1280374024158224384,ireneerutema,Irénée Rutema,Canada,,2020-07-07 05:32:10,Twitter Web App,0,176,,,
138,President Jair Bolsonaro of Brazil said he would take another test for the coronavirus after a news report indicated he had developed symptoms of Covid-19 https://t.co/0uqXmc36TE,178,1280373807170150400,COVIDInfoBot,COVID Info,,,2020-07-07 05:31:18,COVID Info,0,176,,,
139,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280373806981419008,woodinhyo,Pranav ,"Paris, France",,2020-07-07 05:31:18,Twitter for iPhone,0,894,,,
140,"@realDonaldTrump @taoquei1 @US_FDA @TuckerCarlson @FoxNews The same is happening in Brazil, out of hatred for President Bolsonaro, it is killing thousands of people, for denying or using hydroxychloroquine.",206,1280373783598161920,jacobsalomao,Jacob Salomão,Uberaba MG,,2020-07-07 05:31:12,Twitter for iPhone,1,0,,,"Place(_api=<tweepy.api.API object at 0x7f0ee8ef46a0>, id='143d581cbe8b95af', url='https://api.twitter.com/1.1/geo/id/143d581cbe8b95af.json', place_type='city', name='Ubatuba', full_name='Ubatuba, Brasil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f0ee8ef46a0>, type='Polygon', coordinates=[[[-45.28081, -23.598716], [-44.7208613, -23.598716], [-44.7208613, -23.1984169], [-45.28081, -23.1984169]]]), attributes={})"
141,President Jair Bolsonaro of Brazil said he would take another test for the coronavirus after a news report indicated he had developed symptoms of Covid-19 https://t.co/0uqXmc36TE,178,1280373726182342658,j_andries,Joyce Andries,,,2020-07-07 05:30:59,Twitter for iPhone,0,176,,,
142,President Jair Bolsonaro of Brazil said he would take another test for the coronavirus after a news report indicated he had developed symptoms of Covid-19 https://t.co/0uqXmc36TE,178,1280373636818522112,StevijoPayne,Stevie Joe Payne,"Bartlesville, OK",,2020-07-07 05:30:37,Twitter for Android,0,176,,,
143,President Jair Bolsonaro of Brazil said he would take another test for the coronavirus after a news report indicated he had developed symptoms of Covid-19 https://t.co/0uqXmc36TE,178,1280373568912732161,HKabalasi,HASADI kabalasi,,,2020-07-07 05:30:21,Twitter for iPhone,0,176,,,
144,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280373400305897473,ThWolff2,Th.Wolff,"Bayern, Deutschland",,2020-07-07 05:29:41,Twitter Web App,0,894,,,
145,President Jair Bolsonaro of Brazil said he would take another test for the coronavirus after a news report indicated he had developed symptoms of Covid-19 https://t.co/0uqXmc36TE,178,1280373260903989249,CarlaFloresQ,Carla,Las Condes Santiago Chile,,2020-07-07 05:29:08,Twitter for iPhone,0,176,,,
146,President Jair Bolsonaro of Brazil said he would take another test for the coronavirus after a news report indicated he had developed symptoms of Covid-19 https://t.co/0uqXmc36TE,178,1280373156159664129,RockyLum,Rocky Lum,,,2020-07-07 05:28:43,Twitter for iPad,0,176,,,
147,President Jair Bolsonaro of Brazil said he would take another test for the coronavirus after a news report indicated he had developed symptoms of Covid-19 https://t.co/0uqXmc36TE,178,1280373043429355520,Wubisha,#TruthHurts,Endangered Planet,,2020-07-07 05:28:16,Twitter Web App,0,176,,,
148,President Jair Bolsonaro of Brazil said he would take another test for the coronavirus after a news report indicated he had developed symptoms of Covid-19 https://t.co/0uqXmc36TE,178,1280372976131559425,Luoko4,Luoko,,,2020-07-07 05:28:00,Twitter Web App,0,176,,,
149,President Jair Bolsonaro of Brazil said he would take another test for the coronavirus after a news report indicated he had developed symptoms of Covid-19 https://t.co/0uqXmc36TE,178,1280372851028062208,themediumweII,Mrs. Kins,,,2020-07-07 05:27:30,Twitter for iPhone,0,176,,,
150,President Jair Bolsonaro of Brazil said he would take another test for the coronavirus after a news report indicated he had developed symptoms of Covid-19 https://t.co/0uqXmc36TE,178,1280372708782428165,SellshomeinLA,Morvarid Nadjmi,,,2020-07-07 05:26:56,Twitter for Android,0,176,,,
